19/07/2013|15,95|3,82%
18/07/2013|15,34|-12,86%
17/07/2013|17,31|-2,33%
16/07/2013|17,71|0,20%
15/07/2013|17,68|5,72%
14/07/2013|16,67|-2,50%
13/07/2013|17,08|-4,77%
12/07/2013|17,90|15,54%
11/07/2013|15,12|-12,47%
10/07/2013|17,00|4,91%
09/07/2013|16,17|3,39%
08/07/2013|15,62|1,02%
07/07/2013|15,46|-0,11%
06/07/2013|15,48|-14,97%
05/07/2013|17,80|6,76%
04/07/2013|16,59|-6,06%
03/07/2013|17,60|14,74%
02/07/2013|15,00|-16,88%
01/07/2013|17,54|8,09%
30/06/2013|16,12|-10,08%
29/06/2013|17,74|-0,34%
28/06/2013|17,80|15,38%
27/06/2013|15,06|-13,17%
26/06/2013|17,05|5,66%
25/06/2013|16,08|-6,38%
24/06/2013|17,11|11,64%
23/06/2013|15,12|-14,46%
22/06/2013|17,31|11,52%
21/06/2013|15,31|-11,79%
20/06/2013|17,12|-4,89%
19/06/2013|17,95|11,01%
18/06/2013|15,98|-5,19%
17/06/2013|16,81|1,09%
16/06/2013|16,62|4,15%
15/06/2013|15,93|4,55%
14/06/2013|15,21|-17,58%
13/06/2013|17,88|1,59%
12/06/2013|17,60|4,97%
11/06/2013|16,72|8,25%
10/06/2013|15,34|-7,29%
09/06/2013|16,46|5,80%
08/06/2013|15,51|-9,59%
07/06/2013|16,99|-5,54%
06/06/2013|17,94|13,30%
05/06/2013|15,55|-10,43%
04/06/2013|17,17|6,52%
03/06/2013|16,05|-6,11%
02/06/2013|17,03|-4,22%
01/06/2013|17,75|12,42%
31/05/2013|15,55|-1,70%
30/05/2013|15,81|-10,13%
29/05/2013|17,41|11,01%
28/05/2013|15,49|-14,18%
27/05/2013|17,69|11,02%
26/05/2013|15,74|0,53%
25/05/2013|15,66|-8,79%
24/05/2013|17,04|5,15%
23/05/2013|16,16|6,00%
22/05/2013|15,19|-17,45%
21/05/2013|17,84|2,72%
20/05/2013|17,35|2,98%
19/05/2013|16,84|3,64%
18/05/2013|16,22|4,98%
17/05/2013|15,42|-8,62%
16/05/2013|16,74|7,30%
15/05/2013|15,52|-7,61%
14/05/2013|16,70|5,41%
13/05/2013|15,80|-6,52%
12/05/2013|16,83|6,65%
11/05/2013|15,71|-12,27%
10/05/2013|17,64|10,93%
09/05/2013|15,71|-10,12%
08/05/2013|17,30|7,25%
07/05/2013|16,05|5,17%
06/05/2013|15,22|-13,21%
05/05/2013|17,23|5,16%
04/05/2013|16,34|-0,13%
03/05/2013|16,36|-6,12%
02/05/2013|17,36|12,40%
01/05/2013|15,21|-16,82%
30/04/2013|17,77|11,46%
29/04/2013|15,73|1,18%
28/04/2013|15,55|-0,68%
27/04/2013|15,65|-9,33%
26/04/2013|17,11|9,23%
25/04/2013|15,53|-10,48%
24/04/2013|17,16|3,73%
23/04/2013|16,52|-0,29%
22/04/2013|16,57|-4,00%
21/04/2013|17,23|6,92%
20/04/2013|16,04|0,15%
19/04/2013|16,01|-7,93%
18/04/2013|17,28|11,08%
17/04/2013|15,37|0,58%
16/04/2013|15,28|-4,20%
15/04/2013|15,92|4,37%
14/04/2013|15,23|-2,87%
13/04/2013|15,66|-4,65%
12/04/2013|16,39|-1,76%
11/04/2013|16,68|9,51%
10/04/2013|15,10|-19,07%
09/04/2013|17,97|11,24%
08/04/2013|15,95|-4,36%
07/04/2013|16,65|0,49%
06/04/2013|16,57|5,03%
05/04/2013|15,73|-14,17%
04/04/2013|17,96|1,84%
03/04/2013|17,63|4,61%
02/04/2013|16,82|-6,05%
01/04/2013|17,84|10,76%
31/03/2013|15,92|-7,89%
30/03/2013|17,17|0,50%
29/03/2013|17,09|4,85%
28/03/2013|16,26|-6,32%
27/03/2013|17,29|1,51%
26/03/2013|17,02|8,09%
25/03/2013|15,65|-3,28%
24/03/2013|16,16|-1,12%
23/03/2013|16,34|-1,30%
22/03/2013|16,55|-4,18%
21/03/2013|17,25|5,22%
20/03/2013|16,35|3,24%
19/03/2013|15,82|-2,96%
18/03/2013|16,28|4,42%
17/03/2013|15,56|-3,49%
16/03/2013|16,11|2,22%
15/03/2013|15,75|3,16%
14/03/2013|15,25|1,39%
13/03/2013|15,04|-10,28%
12/03/2013|16,59|-3,43%
11/03/2013|17,16|9,20%
10/03/2013|15,58|0,70%
09/03/2013|15,47|-15,01%
08/03/2013|17,79|7,51%
07/03/2013|16,45|1,10%
06/03/2013|16,27|3,73%
05/03/2013|15,67|-4,84%
04/03/2013|16,42|3,78%
03/03/2013|15,80|-9,46%
02/03/2013|17,30|2,39%
01/03/2013|16,88|3,33%
28/02/2013|16,32|3,07%
27/02/2013|15,82|-13,70%
26/02/2013|17,99|3,44%
25/02/2013|17,37|0,53%
24/02/2013|17,28|11,86%
23/02/2013|15,23|-17,12%
22/02/2013|17,84|-0,31%
21/02/2013|17,89|0,32%
20/02/2013|17,84|3,34%
19/02/2013|17,24|3,95%
18/02/2013|16,56|9,16%
17/02/2013|15,04|-13,99%
16/02/2013|17,15|12,09%
15/02/2013|15,08|-8,43%
14/02/2013|16,35|1,88%
13/02/2013|16,04|-3,52%
12/02/2013|16,60|-7,69%
11/02/2013|17,88|1,05%
10/02/2013|17,69|5,74%
09/02/2013|16,68|-5,60%
08/02/2013|17,61|1,05%
07/02/2013|17,43|2,19%
06/02/2013|17,04|-3,13%
05/02/2013|17,58|4,85%
04/02/2013|16,72|4,93%
03/02/2013|15,90|-10,84%
02/02/2013|17,62|-1,99%
01/02/2013|17,97|12,13%
31/01/2013|15,79|-9,97%
30/01/2013|17,37|8,16%
29/01/2013|15,95|0,65%
28/01/2013|15,85|-5,47%
27/01/2013|16,71|3,27%
26/01/2013|16,17|-10,34%
25/01/2013|17,84|15,49%
24/01/2013|15,08|-19,27%
23/01/2013|17,98|7,11%
22/01/2013|16,70|-0,77%
21/01/2013|16,83|-6,74%
20/01/2013|17,97|7,08%
19/01/2013|16,70|1,42%
18/01/2013|16,46|-5,50%
17/01/2013|17,36|7,94%
16/01/2013|15,99|-7,78%
15/01/2013|17,23|-0,74%
14/01/2013|17,36|0,80%
13/01/2013|17,22|6,16%
12/01/2013|16,16|-10,69%
11/01/2013|17,88|6,72%
10/01/2013|16,68|8,70%
09/01/2013|15,23|-14,40%
08/01/2013|17,42|-2,30%
07/01/2013|17,82|14,09%
06/01/2013|15,31|-5,38%
05/01/2013|16,14|-11,34%
04/01/2013|17,97|5,86%
03/01/2013|16,92|-5,33%
02/01/2013|17,82|9,08%
01/01/2013|16,20|-1,64%
31/12/2012|16,47|-3,50%
30/12/2012|17,04|7,27%
29/12/2012|15,80|-4,16%
28/12/2012|16,46|-9,35%
27/12/2012|18,00|2,41%
26/12/2012|17,57|5,52%
25/12/2012|16,60|-5,26%
24/12/2012|17,47|13,54%
23/12/2012|15,11|-8,25%
22/12/2012|16,35|3,68%
21/12/2012|15,75|-8,43%
20/12/2012|17,08|0,85%
19/12/2012|16,93|-5,72%
18/12/2012|17,90|6,17%
17/12/2012|16,80|2,22%
16/12/2012|16,42|-3,40%
15/12/2012|16,98|1,44%
14/12/2012|16,74|6,74%
13/12/2012|15,61|1,59%
12/12/2012|15,36|-0,22%
11/12/2012|15,40|-10,37%
10/12/2012|16,99|-4,61%
09/12/2012|17,78|0,14%
08/12/2012|17,75|-0,67%
07/12/2012|17,87|15,63%
06/12/2012|15,08|-5,35%
05/12/2012|15,89|-1,71%
04/12/2012|16,16|-10,15%
03/12/2012|17,80|-0,60%
02/12/2012|17,90|2,52%
01/12/2012|17,45|6,79%
30/11/2012|16,27|-9,56%
29/11/2012|17,82|1,29%
28/11/2012|17,60|11,70%
27/11/2012|15,54|-12,34%
26/11/2012|17,45|3,81%
25/11/2012|16,79|5,39%
24/11/2012|15,88|-0,40%
23/11/2012|15,95|4,03%
22/11/2012|15,31|-14,59%
21/11/2012|17,54|7,57%
20/11/2012|16,21|-10,96%
19/11/2012|17,99|2,21%
18/11/2012|17,59|0,31%
17/11/2012|17,54|8,73%
16/11/2012|16,01|0,19%
15/11/2012|15,98|5,62%
14/11/2012|15,08|-16,68%
13/11/2012|17,59|8,90%
12/11/2012|16,03|6,28%
11/11/2012|15,02|-4,44%
10/11/2012|15,69|3,14%
09/11/2012|15,20|-0,56%
08/11/2012|15,28|-9,97%
07/11/2012|16,80|4,73%
06/11/2012|16,01|4,60%
05/11/2012|15,27|-12,57%
04/11/2012|17,19|10,14%
03/11/2012|15,45|2,72%
02/11/2012|15,03|-3,20%
01/11/2012|15,51|-12,12%
31/10/2012|17,39|-3,32%
30/10/2012|17,97|4,93%
29/10/2012|17,08|-3,11%
28/10/2012|17,61|4,33%
27/10/2012|16,85|0,12%
26/10/2012|16,83|9,61%
25/10/2012|15,21|-17,37%
24/10/2012|17,85|10,03%
23/10/2012|16,06|1,76%
22/10/2012|15,78|-0,15%
21/10/2012|15,80|2,72%
20/10/2012|15,37|-3,53%
19/10/2012|15,92|-10,87%
18/10/2012|17,65|6,30%
17/10/2012|16,54|3,90%
16/10/2012|15,89|-3,16%
15/10/2012|16,39|-0,15%
14/10/2012|16,42|-1,07%
13/10/2012|16,59|-1,82%
12/10/2012|16,90|1,16%
11/10/2012|16,70|3,44%
10/10/2012|16,13|1,19%
09/10/2012|15,93|1,69%
08/10/2012|15,66|-7,67%
07/10/2012|16,87|5,22%
06/10/2012|15,98|-3,84%
05/10/2012|16,60|-4,54%
04/10/2012|17,35|7,08%
03/10/2012|16,12|6,87%
02/10/2012|15,02|-0,26%
01/10/2012|15,05|-5,80%
30/09/2012|15,93|-0,83%
29/09/2012|16,06|5,66%
28/09/2012|15,15|-16,74%
27/09/2012|17,69|14,03%
26/09/2012|15,20|-12,85%
25/09/2012|17,16|11,55%
24/09/2012|15,18|-2,24%
23/09/2012|15,52|-13,86%
22/09/2012|17,67|8,88%
21/09/2012|16,10|4,83%
20/09/2012|15,32|-12,30%
19/09/2012|17,20|4,72%
18/09/2012|16,39|-1,06%
17/09/2012|16,57|2,04%
16/09/2012|16,23|-5,94%
15/09/2012|17,19|2,82%
14/09/2012|16,71|8,94%
13/09/2012|15,21|-4,11%
12/09/2012|15,84|-9,81%
11/09/2012|17,39|1,17%
10/09/2012|17,19|0,18%
09/09/2012|17,16|-2,01%
08/09/2012|17,50|0,85%
07/09/2012|17,35|1,50%
06/09/2012|17,09|0,56%
05/09/2012|17,00|8,60%
04/09/2012|15,54|-4,50%
03/09/2012|16,24|1,36%
02/09/2012|16,01|-5,76%
01/09/2012|16,94|9,36%
31/08/2012|15,35|-11,57%
30/08/2012|17,13|10,82%
29/08/2012|15,27|0,58%
28/08/2012|15,19|-0,73%
27/08/2012|15,30|-16,78%
26/08/2012|17,86|1,72%
25/08/2012|17,56|13,57%
24/08/2012|15,17|-8,26%
23/08/2012|16,43|7,75%
22/08/2012|15,15|-3,91%
21/08/2012|15,75|-10,43%
20/08/2012|17,39|-2,20%
19/08/2012|17,77|11,07%
18/08/2012|15,81|4,36%
17/08/2012|15,12|-13,04%
16/08/2012|17,09|7,71%
15/08/2012|15,77|-5,20%
14/08/2012|16,59|5,94%
13/08/2012|15,60|3,34%
12/08/2012|15,08|-15,45%
11/08/2012|17,42|7,24%
10/08/2012|16,15|2,00%
09/08/2012|15,83|-6,25%
08/08/2012|16,82|4,13%
07/08/2012|16,12|4,14%
06/08/2012|15,46|-6,45%
05/08/2012|16,45|-0,86%
04/08/2012|16,60|4,63%
03/08/2012|15,83|0,51%
02/08/2012|15,75|0,77%
01/08/2012|15,63|-11,19%
31/07/2012|17,38|8,46%
30/07/2012|15,90|4,67%
29/07/2012|15,16|-17,09%
28/07/2012|17,75|13,43%
27/07/2012|15,37|-16,61%
26/07/2012|17,92|7,32%
25/07/2012|16,61|0,23%
24/07/2012|16,57|2,79%
23/07/2012|16,11|-8,91%
22/07/2012|17,55|-2,41%
21/07/2012|17,97|13,48%
20/07/2012|15,55|-8,64%
19/07/2012|16,89|11,11%
18/07/2012|15,01|-16,23%
17/07/2012|17,45|-3,01%
16/07/2012|17,98|13,93%
15/07/2012|15,47|-6,32%
14/07/2012|16,45|-0,57%
13/07/2012|16,54|-2,01%
12/07/2012|16,88|-4,62%
11/07/2012|17,65|0,32%
10/07/2012|17,60|1,69%
09/07/2012|17,30|1,48%
08/07/2012|17,04|3,66%
07/07/2012|16,42|-3,80%
06/07/2012|17,05|5,33%
05/07/2012|16,14|-5,66%
04/07/2012|17,05|7,07%
03/07/2012|15,85|-6,73%
02/07/2012|16,91|9,85%
01/07/2012|15,25|-1,95%
30/06/2012|15,54|-7,92%
29/06/2012|16,77|-5,22%
28/06/2012|17,65|-1,82%
27/06/2012|17,97|7,76%
26/06/2012|16,58|-4,28%
25/06/2012|17,28|9,91%
24/06/2012|15,57|-5,38%
23/06/2012|16,41|3,13%
22/06/2012|15,90|-8,40%
21/06/2012|17,23|1,28%
20/06/2012|17,01|-2,91%
19/06/2012|17,50|-2,06%
18/06/2012|17,86|7,58%
17/06/2012|16,51|-8,35%
16/06/2012|17,89|14,38%
15/06/2012|15,32|-4,88%
14/06/2012|16,07|-7,59%
13/06/2012|17,28|-0,76%
12/06/2012|17,42|11,15%
11/06/2012|15,47|-6,88%
10/06/2012|16,54|-0,76%
09/06/2012|16,67|5,64%
08/06/2012|15,72|-13,04%
07/06/2012|17,77|10,29%
06/06/2012|15,95|-9,68%
05/06/2012|17,49|4,89%
04/06/2012|16,63|2,93%
03/06/2012|16,15|-8,56%
02/06/2012|17,53|1,19%
01/06/2012|17,32|6,19%
31/05/2012|16,25|-7,38%
30/05/2012|17,45|1,36%
29/05/2012|17,21|4,86%
28/05/2012|16,37|1,69%
27/05/2012|16,10|-1,55%
26/05/2012|16,34|6,11%
25/05/2012|15,34|-10,79%
24/05/2012|17,00|11,70%
23/05/2012|15,01|-15,22%
22/05/2012|17,30|11,49%
21/05/2012|15,31|-4,24%
20/05/2012|15,96|1,72%
19/05/2012|15,68|-3,75%
18/05/2012|16,27|-5,47%
17/05/2012|17,16|5,68%
16/05/2012|16,19|-6,55%
15/05/2012|17,25|-0,45%
14/05/2012|17,32|2,87%
13/05/2012|16,83|10,76%
12/05/2012|15,02|-15,59%
11/05/2012|17,36|5,68%
10/05/2012|16,37|5,05%
09/05/2012|15,55|-10,68%
08/05/2012|17,21|-3,92%
07/05/2012|17,88|4,02%
06/05/2012|17,16|-0,34%
05/05/2012|17,22|-3,85%
04/05/2012|17,88|8,33%
03/05/2012|16,39|0,27%
02/05/2012|16,35|-3,30%
01/05/2012|16,89|9,31%
30/04/2012|15,32|-7,66%
29/04/2012|16,49|-7,68%
28/04/2012|17,76|4,35%
27/04/2012|16,99|9,93%
26/04/2012|15,30|0,57%
25/04/2012|15,21|-1,09%
24/04/2012|15,38|-12,15%
23/04/2012|17,25|8,46%
22/04/2012|15,79|-7,35%
21/04/2012|16,95|10,83%
20/04/2012|15,11|-10,86%
19/04/2012|16,75|-4,94%
18/04/2012|17,58|5,91%
17/04/2012|16,54|0,23%
16/04/2012|16,50|-6,60%
15/04/2012|17,59|8,31%
14/04/2012|16,13|-3,75%
13/04/2012|16,74|-5,04%
12/04/2012|17,58|8,79%
11/04/2012|16,03|1,23%
10/04/2012|15,84|-1,32%
09/04/2012|16,05|-2,74%
08/04/2012|16,49|8,35%
07/04/2012|15,11|-2,23%
06/04/2012|15,45|-3,26%
05/04/2012|15,95|-11,61%
04/04/2012|17,80|11,80%
03/04/2012|15,70|-11,05%
02/04/2012|17,44|-0,76%
01/04/2012|17,57|-1,29%
31/03/2012|17,80|15,30%
30/03/2012|15,07|-13,15%
29/03/2012|17,06|8,54%
28/03/2012|15,60|-15,06%
27/03/2012|17,95|9,52%
26/03/2012|16,24|-7,27%
25/03/2012|17,42|-2,72%
24/03/2012|17,89|14,12%
23/03/2012|15,37|-14,33%
22/03/2012|17,57|10,21%
21/03/2012|15,78|-0,66%
20/03/2012|15,88|-5,27%
19/03/2012|16,72|-3,24%
18/03/2012|17,26|-4,08%
17/03/2012|17,96|0,31%
16/03/2012|17,90|13,67%
15/03/2012|15,46|-2,52%
14/03/2012|15,85|-1,24%
13/03/2012|16,04|-1,01%
12/03/2012|16,21|-4,17%
11/03/2012|16,88|8,00%
10/03/2012|15,53|-9,06%
09/03/2012|16,94|-0,71%
08/03/2012|17,06|3,77%
07/03/2012|16,42|-1,33%
06/03/2012|16,63|8,88%
05/03/2012|15,16|-11,34%
04/03/2012|16,88|-1,85%
03/03/2012|17,19|10,74%
02/03/2012|15,34|-7,39%
01/03/2012|16,47|-1,79%
29/02/2012|16,77|-4,03%
28/02/2012|17,44|1,68%
27/02/2012|17,15|8,32%
26/02/2012|15,72|-12,46%
25/02/2012|17,68|3,22%
24/02/2012|17,11|0,72%
23/02/2012|16,99|-1,04%
22/02/2012|17,17|7,10%
21/02/2012|15,95|1,42%
20/02/2012|15,72|-2,75%
19/02/2012|16,15|-10,67%
18/02/2012|17,88|2,78%
17/02/2012|17,38|1,34%
16/02/2012|17,15|10,88%
15/02/2012|15,28|1,23%
14/02/2012|15,09|-1,50%
13/02/2012|15,32|-4,96%
12/02/2012|16,08|-0,26%
11/02/2012|16,12|-10,82%
10/02/2012|17,87|2,33%
09/02/2012|17,45|0,44%
08/02/2012|17,37|8,60%
07/02/2012|15,88|-1,63%
06/02/2012|16,14|-1,09%
05/02/2012|16,32|0,79%
04/02/2012|16,19|-5,02%
03/02/2012|17,00|-3,32%
02/02/2012|17,56|-1,78%
01/02/2012|17,88|15,32%
31/01/2012|15,14|-7,13%
30/01/2012|16,22|-9,75%
29/01/2012|17,80|6,17%
28/01/2012|16,70|-7,69%
27/01/2012|17,99|5,12%
26/01/2012|17,06|0,29%
25/01/2012|17,01|11,21%
24/01/2012|15,11|-1,04%
23/01/2012|15,26|0,17%
22/01/2012|15,24|-14,71%
21/01/2012|17,48|2,95%
20/01/2012|16,96|10,43%
19/01/2012|15,19|-1,07%
18/01/2012|15,35|-15,94%
17/01/2012|17,80|7,07%
16/01/2012|16,54|-0,17%
15/01/2012|16,57|7,30%
14/01/2012|15,36|-13,47%
13/01/2012|17,43|12,20%
12/01/2012|15,31|-0,88%
11/01/2012|15,44|-12,88%
10/01/2012|17,43|2,58%
09/01/2012|16,98|-2,65%
08/01/2012|17,43|4,65%
07/01/2012|16,62|-0,02%
06/01/2012|16,62|-8,22%
05/01/2012|17,99|3,87%
04/01/2012|17,29|10,54%
03/01/2012|15,47|-6,98%
02/01/2012|16,55|0,09%
01/01/2012|16,54|2,71%
31/12/2011|16,09|-6,45%
30/12/2011|17,12|-4,11%
29/12/2011|17,83|13,67%
28/12/2011|15,39|-9,89%
27/12/2011|16,91|-5,34%
26/12/2011|17,82|4,26%
25/12/2011|17,06|3,34%
24/12/2011|16,49|-2,47%
23/12/2011|16,89|3,82%
22/12/2011|16,25|6,94%
21/12/2011|15,12|-15,37%
20/12/2011|17,45|8,69%
19/12/2011|15,93|-8,79%
18/12/2011|17,33|12,36%
17/12/2011|15,19|-18,22%
16/12/2011|17,96|4,23%
15/12/2011|17,20|6,73%
14/12/2011|16,04|-8,47%
13/12/2011|17,40|-3,16%
12/12/2011|17,95|3,40%
11/12/2011|17,34|1,57%
10/12/2011|17,07|10,00%
09/12/2011|15,36|1,06%
08/12/2011|15,20|-8,12%
07/12/2011|16,43|-8,15%
06/12/2011|17,77|0,39%
05/12/2011|17,70|8,23%
04/12/2011|16,24|-7,10%
03/12/2011|17,40|13,18%
02/12/2011|15,10|-5,48%
01/12/2011|15,93|-3,12%
30/11/2011|16,43|1,84%
29/11/2011|16,13|-0,12%
28/11/2011|16,15|5,42%
27/11/2011|15,27|1,69%
26/11/2011|15,01|-5,20%
25/11/2011|15,79|4,92%
24/11/2011|15,02|-11,69%
23/11/2011|16,77|9,18%
22/11/2011|15,23|-9,94%
21/11/2011|16,75|-0,83%
20/11/2011|16,88|8,05%
19/11/2011|15,53|2,50%
18/11/2011|15,14|-10,03%
17/11/2011|16,66|3,07%
16/11/2011|16,15|3,18%
15/11/2011|15,63|-1,26%
14/11/2011|15,83|3,67%
13/11/2011|15,25|0,06%
12/11/2011|15,24|-2,27%
11/11/2011|15,58|-11,71%
10/11/2011|17,41|9,23%
09/11/2011|15,80|-2,86%
08/11/2011|16,25|-3,25%
07/11/2011|16,78|-4,80%
06/11/2011|17,59|9,44%
05/11/2011|15,93|-10,46%
04/11/2011|17,59|11,83%
03/11/2011|15,51|-2,16%
02/11/2011|15,85|-3,59%
01/11/2011|16,41|-2,58%
31/10/2011|16,84|-1,82%
30/10/2011|17,15|-1,76%
29/10/2011|17,45|1,80%
28/10/2011|17,13|-2,94%
27/10/2011|17,64|6,88%
26/10/2011|16,42|-1,17%
25/10/2011|16,62|0,81%
24/10/2011|16,48|-1,11%
23/10/2011|16,66|-1,19%
22/10/2011|16,86|0,59%
21/10/2011|16,76|4,41%
20/10/2011|16,02|-10,72%
19/10/2011|17,74|7,81%
18/10/2011|16,35|5,53%
17/10/2011|15,45|-14,85%
16/10/2011|17,74|14,42%
15/10/2011|15,18|-3,76%
14/10/2011|15,75|-3,98%
13/10/2011|16,38|4,01%
12/10/2011|15,72|-2,07%
11/10/2011|16,05|-6,38%
10/10/2011|17,07|4,64%
09/10/2011|16,28|-5,22%
08/10/2011|17,13|-2,36%
07/10/2011|17,54|12,78%
06/10/2011|15,29|-7,87%
05/10/2011|16,50|-2,67%
04/10/2011|16,94|5,75%
03/10/2011|15,96|-9,18%
02/10/2011|17,43|1,61%
01/10/2011|17,15|11,23%
30/09/2011|15,22|-10,28%
29/09/2011|16,79|4,36%
28/09/2011|16,06|5,33%
27/09/2011|15,20|-7,95%
26/09/2011|16,41|3,09%
25/09/2011|15,90|-5,50%
24/09/2011|16,78|4,05%
23/09/2011|16,10|5,34%
22/09/2011|15,24|-15,22%
21/09/2011|17,56|14,16%
20/09/2011|15,07|-15,96%
19/09/2011|17,48|9,47%
18/09/2011|15,82|-13,70%
17/09/2011|17,99|1,29%
16/09/2011|17,76|10,55%
15/09/2011|15,89|-6,89%
14/09/2011|16,98|7,21%
13/09/2011|15,76|-3,10%
12/09/2011|16,24|2,77%
11/09/2011|15,79|5,01%
10/09/2011|15,00|-15,12%
09/09/2011|17,27|10,96%
08/09/2011|15,38|-2,10%
07/09/2011|15,70|-3,01%
06/09/2011|16,17|-4,23%
05/09/2011|16,86|2,78%
04/09/2011|16,39|2,41%
03/09/2011|15,99|-12,42%
02/09/2011|17,98|8,87%
01/09/2011|16,38|0,97%
31/08/2011|16,23|-4,31%
30/08/2011|16,92|-3,32%
29/08/2011|17,49|6,79%
28/08/2011|16,30|-2,30%
27/08/2011|16,67|-1,73%
26/08/2011|16,96|-3,45%
25/08/2011|17,55|8,54%
24/08/2011|16,05|4,56%
23/08/2011|15,32|-17,25%
22/08/2011|17,96|4,77%
21/08/2011|17,10|-0,09%
20/08/2011|17,12|2,62%
19/08/2011|16,67|4,69%
18/08/2011|15,89|-1,10%
17/08/2011|16,06|-2,03%
16/08/2011|16,39|-4,21%
15/08/2011|17,08|11,23%
14/08/2011|15,16|-2,98%
13/08/2011|15,61|-13,47%
12/08/2011|17,71|8,28%
11/08/2011|16,25|-9,39%
10/08/2011|17,77|13,30%
09/08/2011|15,41|-5,89%
08/08/2011|16,32|6,18%
07/08/2011|15,31|-7,83%
06/08/2011|16,51|-5,05%
05/08/2011|17,34|3,19%
04/08/2011|16,79|1,17%
03/08/2011|16,59|7,79%
02/08/2011|15,30|-2,60%
01/08/2011|15,70|-14,07%
31/07/2011|17,91|4,35%
30/07/2011|17,13|11,31%
29/07/2011|15,19|-13,46%
28/07/2011|17,24|-3,94%
27/07/2011|17,92|5,52%
26/07/2011|16,93|7,67%
25/07/2011|15,63|-13,33%
24/07/2011|17,71|5,12%
23/07/2011|16,81|4,75%
22/07/2011|16,01|-3,22%
21/07/2011|16,53|-1,69%
20/07/2011|16,81|-5,56%
19/07/2011|17,74|10,17%
18/07/2011|15,93|-0,35%
17/07/2011|15,99|-9,52%
16/07/2011|17,51|13,80%
15/07/2011|15,10|-2,45%
14/07/2011|15,47|-3,00%
13/07/2011|15,93|-11,60%
12/07/2011|17,78|11,66%
11/07/2011|15,71|-0,12%
10/07/2011|15,72|-14,09%
09/07/2011|17,94|1,17%
08/07/2011|17,73|12,34%
07/07/2011|15,54|-11,65%
06/07/2011|17,35|12,34%
05/07/2011|15,21|-12,44%
04/07/2011|17,10|3,42%
03/07/2011|16,52|-0,34%
02/07/2011|16,58|-7,60%
01/07/2011|17,84|0,44%
30/06/2011|17,76|8,96%
29/06/2011|16,17|3,05%
28/06/2011|15,67|-4,09%
27/06/2011|16,31|-7,73%
26/06/2011|17,57|2,74%
25/06/2011|17,09|1,81%
24/06/2011|16,78|7,30%
23/06/2011|15,56|-14,34%
22/06/2011|17,79|7,02%
21/06/2011|16,54|-1,09%
20/06/2011|16,72|4,99%
19/06/2011|15,89|-8,32%
18/06/2011|17,21|1,77%
17/06/2011|16,90|3,74%
16/06/2011|16,27|-4,77%
15/06/2011|17,05|-1,34%
14/06/2011|17,28|7,83%
13/06/2011|15,92|-2,48%
12/06/2011|16,32|-6,99%
11/06/2011|17,46|9,67%
10/06/2011|15,77|-0,30%
09/06/2011|15,82|-13,45%
08/06/2011|17,94|6,01%
07/06/2011|16,87|10,81%
06/06/2011|15,04|-4,05%
05/06/2011|15,65|-7,64%
04/06/2011|16,85|-2,24%
03/06/2011|17,23|1,71%
02/06/2011|16,93|3,45%
01/06/2011|16,35|3,17%
31/05/2011|15,83|1,19%
30/05/2011|15,64|-5,34%
29/05/2011|16,48|-2,76%
28/05/2011|16,93|-0,25%
27/05/2011|16,97|4,47%
26/05/2011|16,21|-0,65%
25/05/2011|16,32|0,11%
24/05/2011|16,30|-9,71%
23/05/2011|17,89|100,00%
